"Weekly Measles Case reports for Michigan"
"Data provided by Project Tycho, Data Version 1.0.0, released 28 November 2013."
1930,20,2243
1930,21,1514
1930,22,913
1930,23,1347
1930,24,728
1930,25,802
1930,26,530
1930,27,316
1930,28,266
1930,29,185
1930,30,98
1930,31,60
1930,32,71
1930,33,46
1930,34,37
1930,35,22
1930,36,35
1930,37,6
1930,38,19
1930,39,18
1930,40,11
1930,41,36
1930,42,42
1930,43,50
1930,44,54
1930,45,40
1930,46,45
1930,47,44
1930,48,68
1930,49,55
1930,50,89
1930,51,49
1930,52,49
1931,1,150
1931,2,82
1931,3,143
1931,4,185
1931,5,191
1931,6,179
1931,7,137
1931,8,270
1931,9,141
1931,10,543
1931,11,147
1931,12,127
1931,13,119
1931,14,93
1931,15,105
1931,16,103
1931,17,99
1931,18,95
1931,19,263
1931,20,355
1931,21,66
1931,22,401
1931,23,298
1931,24,340
1931,25,205
1931,26,237
1931,27,198
1931,28,134
1931,29,33
1931,30,62
1931,31,21
1931,32,34
1931,33,22
1931,34,12
1931,35,13
1931,36,7
1931,37,20
1931,38,13
1931,39,17
1931,40,25
1931,41,27
1931,42,29
1931,43,42
1931,44,21
1931,45,230
1931,46,24
1931,47,52
1931,48,19
1931,49,87
1931,50,43
1931,51,75
1931,52,69
1932,1,165
1932,2,140
1932,3,217
1932,4,223
1932,5,313
1932,6,441
1932,7,294
1932,8,539
1932,9,767
1932,10,602
1932,11,942
1932,12,906
1932,13,1098
1932,14,1294
1932,15,1754
1932,16,1966
1932,17,2010
1932,18,2441
1932,19,2715
1932,20,2908
1932,21,3326
1932,22,2691
1932,23,3101
1932,24,2445
1932,25,1710
1932,26,1498
1932,27,934
1932,28,835
1932,29,426
1932,30,293
1932,31,214
1932,32,168
1932,33,101
1932,34,39
1932,35,39
1932,36,16
1932,37,76
1932,38,26
1932,39,41
1932,40,38
1932,41,48
1932,42,46
1932,43,104
1932,44,158
1932,45,149
1932,46,157
1932,47,230
1932,48,272
1932,49,344
1932,50,271
1932,51,271
1932,52,314
1933,1,239
1933,2,378
1933,3,372
1933,4,492
1933,5,504
1933,6,741
1933,7,820
1933,8,1004
1933,9,975
1933,10,1531
1933,11,1353
1933,12,823
1933,13,1256
1933,14,1173
1933,15,1363
1933,16,986
1933,17,1107
1933,18,915
1933,19,822
1933,20,915
1933,21,930
1933,22,640
1933,23,670
1933,24,630
1933,25,343
1933,26,199
1933,27,171
1933,28,86
1933,29,64
1933,30,87
1933,31,33
1933,32,28
1933,33,15
1933,34,8
1933,35,8
1933,36,10
1933,37,11
1933,38,10
1933,39,34
1933,40,8
1933,41,11
1933,42,7
1933,43,11
1933,44,6
1933,45,25
1933,46,72
1933,47,19
1933,48,52
1933,49,50
1933,50,37
1933,51,29
1933,52,16
1934,1,7
1934,2,46
1934,3,36
1934,4,47
1934,5,43
1934,6,64
1934,7,44
1934,8,67
1934,9,73
1934,10,95
1934,11,86
1934,12,141
1934,13,146
1934,14,148
1934,15,179
1934,16,251
1934,17,258
1934,18,281
1934,19,367
1934,20,322
1934,21,375
1934,22,421
1934,23,356
1934,24,403
1934,25,283
1934,26,214
1934,27,179
1934,28,106
1934,29,77
1934,30,61
1934,31,47
1934,32,24
1934,33,23
1934,34,9
1934,35,19
1934,36,8
1934,37,13
1934,38,9
1934,39,44
1934,40,32
1934,41,32
1934,42,35
1934,43,37
1934,44,36
1934,45,60
1934,46,46
1934,47,47
1934,48,94
1934,49,161
1934,50,191
1934,51,111
1934,52,101
1935,1,45
1935,2,252
1935,3,234
1935,4,270
1935,5,463
1935,6,501
1935,7,895
1935,8,1219
1935,9,2314
1935,10,2340
1935,11,3447
1935,12,3825
1935,13,5103
1935,14,3887
1935,15,5420
1935,16,6488
1935,17,5698
1935,18,6587
1935,19,5459
1935,20,4217
1935,21,4316
1935,22,2648
1935,23,2888
1935,24,2356
1935,25,1977
1935,26,1423
1935,27,748
1935,28,697
1935,29,619
1935,30,318
1935,31,199
1935,32,93
1935,33,48
1935,34,31
1935,35,27
1935,36,21
1935,37,10
1935,38,23
1935,39,20
1935,40,27
1935,41,17
1935,42,36
1935,43,22
1935,44,14
1935,45,26
1935,46,13
1935,47,37
1935,48,16
1935,49,32
1935,50,42
1935,51,27
1935,52,16
1936,1,22
1936,2,82
1936,3,27
1936,4,52
1936,5,59
1936,6,42
1936,7,27
1936,8,50
1936,9,44
1936,10,87
1936,11,80
1936,12,88
1936,13,63
1936,14,110
1936,15,58
1936,16,68
1936,17,102
1936,18,90
1936,19,113
1936,20,164
1936,21,104
1936,22,75
1936,23,43
1936,24,75
1936,25,86
1936,26,50
1936,27,29
1936,28,34
1936,29,35
1936,30,19
1936,31,22
1936,32,8
1936,33,13
1936,34,8
1936,35,14
1936,36,13
1936,37,9
1936,38,14
1936,39,6
1936,40,5
1936,41,21
1936,42,19
1936,43,20
1936,44,17
1936,45,15
1936,46,34
1936,47,31
1936,48,31
1936,49,21
1936,50,34
1936,51,-
1936,52,-
1937,1,19
1937,2,69
1937,3,50
1937,4,44
1937,5,35
1937,6,58
1937,7,56
1937,8,52
1937,9,73
1937,10,64
1937,11,62
1937,12,92
1937,13,78
1937,14,97
1937,15,84
1937,16,138
1937,17,160
1937,18,169
1937,19,195
1937,20,168
1937,21,192
1937,22,181
1937,23,279
1937,24,189
1937,25,288
1937,26,218
1937,27,260
1937,28,137
1937,29,115
1937,30,128
1937,31,68
1937,32,60
1937,33,36
1937,34,24
1937,35,-
1937,36,21
1937,37,14
1937,38,18
1937,39,15
1937,40,24
1937,41,26
1937,42,39
1937,43,24
1937,44,50
1937,45,41
1937,46,78
1937,47,93
1937,48,172
1937,49,238
1937,50,305
1937,51,-
1937,52,647
1938,1,320
1938,2,579
1938,3,664
1938,4,971
1938,5,964
1938,6,1902
1938,7,2284
1938,8,3448
1938,9,3564
1938,10,4449
1938,11,5185
1938,12,5326
1938,13,4683
1938,14,4336
1938,15,4027
1938,16,4588
1938,17,3930
1938,18,2714
1938,19,3890
1938,20,3140
1938,21,3080
1938,22,2780
1938,23,2683
1938,24,1751
1938,25,1529
1938,26,218
1938,27,714
1938,28,310
1938,29,-
1938,30,177
1938,31,113
1938,32,92
1938,33,69
1938,34,42
1938,35,28
1938,36,17
1938,37,52
1938,38,28
1938,39,52
1938,40,39
1938,41,36
1938,42,39
1938,43,34
1938,44,64
1938,45,54
1938,46,66
1938,47,58
1938,48,164
1938,49,206
1938,50,230
1938,51,273
1938,52,160
1939,1,255
1939,2,510
1939,3,588
1939,4,451
1939,5,420
1939,6,323
1939,7,424
1939,8,447
1939,9,320
1939,10,373
1939,11,248
1939,12,245
1939,13,393
1939,14,409
1939,15,324
1939,16,493
1939,17,420
1939,18,1649
1939,19,2186
1939,20,1852
1939,21,667
1939,22,-
1939,23,283
1939,24,1026
1939,25,256
1939,26,162
1939,27,94
1939,28,98
1939,29,73
1939,30,73
1939,31,42
1939,32,41
1939,33,26
1939,34,0
1939,35,0
1939,36,4
1939,37,0
1939,38,19
1939,39,33
1939,40,29
1939,41,-
1939,42,0
1939,43,56
1939,44,71
1939,45,160
1939,46,169
1939,47,183
1939,48,145
1939,49,222
1939,50,273
1939,51,206
1939,52,182
1940,1,-
1940,2,384
1940,3,465
1940,4,391
1940,5,302
1940,6,287
1940,7,350
1940,8,228
1940,9,213
1940,10,319
1940,11,213
1940,12,267
1940,13,356
1940,14,399
1940,15,394
1940,16,582
1940,17,547
1940,18,-
1940,19,661
1940,20,802
1940,21,0
1940,22,610
1940,23,832
1940,24,793
1940,25,382
1940,26,445
1940,27,162
1940,28,234
1940,29,157
1940,30,366
1940,31,118
1940,32,96
1940,33,-
1940,34,54
1940,35,28
1940,36,28
1940,37,44
1940,38,-
1940,39,55
1940,40,60
1940,41,113
1940,42,133
1940,43,168
1940,44,127
1940,45,330
1940,46,368
1940,47,348
1940,48,523
1940,49,597
1940,50,807
1940,51,-
1940,52,795
1941,1,693
1941,2,1775
1941,3,1088
1941,4,1199
1941,5,1964
1941,6,1320
1941,7,1965
1941,8,-
1941,9,3496
1941,10,3159
1941,11,4416
1941,12,3275
1941,13,5896
1941,14,4727
1941,15,2605
1941,16,-
1941,17,3581
1941,18,3503
1941,19,3027
1941,20,3035
1941,21,2232
1941,22,1639
1941,23,1434
1941,24,1242
1941,25,960
1941,26,692
1941,27,406
1941,28,518
1941,29,253
1941,30,133
1941,31,122
1941,32,88
1941,33,-
1941,34,27
1941,35,9
1941,36,11
1941,37,73
1941,38,22
1941,39,38
1941,40,30
1941,41,57
1941,42,35
1941,43,-
1941,44,35
1941,45,29
1941,46,117
1941,47,50
1941,48,63
1941,49,39
1941,50,86
1941,51,59
1941,52,38
1942,1,83
1942,2,88
1942,3,176
1942,4,1053
1942,5,110
1942,6,173
1942,7,249
1942,8,150
1942,9,-
1942,10,248
1942,11,246
1942,12,232
1942,13,202
1942,14,5
1942,15,437
1942,16,426
1942,17,438
1942,18,438
1942,19,570
1942,20,207
1942,21,1045
1942,22,289
1942,23,461
1942,24,285
1942,25,208
1942,26,237
1942,27,118
1942,28,42
1942,29,119
1942,30,31
1942,31,37
1942,32,48
1942,33,37
1942,34,35
1942,35,14
1942,36,23
1942,37,11
1942,38,18
1942,39,21
1942,40,24
1942,41,-
1942,42,35
1942,43,37
1942,44,152
1942,45,93
1942,46,49
1942,47,62
1942,48,48
1942,49,38
1942,50,51
1942,51,45
1942,52,99
1943,1,45
1943,2,135
1943,3,129
1943,4,138
1943,5,166
1943,6,215
1943,7,205
1943,8,285
1943,9,40
1943,10,630
1943,11,555
1943,12,904
1943,13,752
1943,14,1370
1943,15,1027
1943,16,2878
1943,17,2603
1943,18,2286
1943,19,3782
1943,20,4574
1943,21,2383
1943,22,-
1943,23,3352
1943,24,3217
1943,25,910
1943,26,1158
1943,27,883
1943,28,653
1943,29,-
1943,30,354
1943,31,162
1943,32,96
1943,33,251
1943,34,232
1943,35,86
1943,36,93
1943,37,-
1943,38,110
1943,39,251
1943,40,182
1943,41,246
1943,42,257
1943,43,255
1943,44,232
1943,45,352
1943,46,281
1943,47,-
1943,48,465
1943,49,673
1943,50,-
1943,51,539
1943,52,968
1944,1,-
1944,2,1091
1944,3,1011
1944,4,1132
1944,5,1297
1944,6,-
1944,7,1386
1944,8,1581
1944,9,1396
1944,10,1703
1944,11,1651
1944,12,1127
1944,13,1295
1944,14,848
1944,15,812
1944,16,944
1944,17,-
1944,18,1677
1944,19,2342
1944,20,661
1944,21,886
1944,22,503
1944,23,447
1944,24,258
1944,25,-
1944,26,259
1944,27,296
1944,28,146
1944,29,84
1944,30,49
1944,31,57
1944,32,37
1944,33,133
1944,34,32
1944,35,4
1944,36,17
1944,37,9
1944,38,13
1944,39,7
1944,40,20
1944,41,7
1944,42,12
1944,43,8
1944,44,13
1944,45,8
1944,46,8
1944,47,191
1944,48,-
1944,49,24
1944,50,19
1944,51,14
1944,52,11
1945,1,6
1945,2,19
1945,3,521
1945,4,18
1945,5,20
1945,6,21
1945,7,22
1945,8,24
1945,9,22
1945,10,53
1945,11,70
1945,12,86
1945,13,700
1945,14,73
1945,15,135
1945,16,161
1945,17,169
1945,18,290
1945,19,215
1945,20,339
1945,21,587
1945,22,283
1945,23,251
1945,24,213
1945,25,261
1945,26,181
1945,27,50
1945,28,195
1945,29,-
1945,30,95
1945,31,29
1945,32,62
1945,33,36
1945,34,30
1945,35,24
1945,36,18
1945,37,43
1945,38,35
1945,39,38
1945,40,60
1945,41,34
1945,42,104
1945,43,107
1945,44,117
1945,45,112
1945,46,125
1945,47,-
1945,48,-
1945,49,190
1945,50,-
1945,51,219
1945,52,174
1946,1,52
1946,2,383
1946,3,231
1946,4,628
1946,5,787
1946,6,988
1946,7,1429
1946,8,2103
1946,9,2867
1946,10,3383
1946,11,3318
1946,12,1559
1946,13,2410
1946,14,2800
1946,15,1322
1946,16,1769
1946,17,1696
1946,18,1913
1946,19,1027
1946,20,1407
1946,21,607
1946,22,845
1946,23,785
1946,24,501
1946,25,334
1946,26,279
1946,27,269
1946,28,230
1946,29,205
1946,30,84
1946,31,107
1946,32,62
1946,33,25
1946,34,23
1946,35,28
1946,36,22
1946,37,11
1946,38,22
1946,39,15
1946,40,6
1946,41,12
1946,42,23
1946,43,36
1946,44,36
1946,45,16
1946,46,52
1946,47,22
1946,48,31
1946,49,10
1946,50,77
1946,51,8
1946,52,30
1947,1,-
1947,2,23
1947,3,46
1947,4,66
1947,5,68
1947,6,92
1947,7,260
1947,8,1088
1947,9,68
1947,10,108
1947,11,74
1947,12,31
1947,13,41
1947,14,49
1947,15,69
1947,16,43
1947,17,128
1947,18,128
1947,19,116
1947,20,112
1947,21,173
1947,22,157
1947,23,156
1947,24,278
1947,25,235
1947,26,83
1947,27,85
1947,28,153
1947,29,108
1947,30,-
1947,31,102
1947,32,42
1947,33,34
1947,34,24
1947,35,42
1947,36,18
1947,37,39
1947,38,23
1947,39,39
1947,40,55
1947,41,57
1947,42,76
1947,43,229
1947,44,346
1947,45,373
1947,46,450
1947,47,649
1947,48,660
1947,49,500
1947,50,236
1947,51,614
1947,52,349
1948,1,422
1948,2,419
1948,3,719
1948,4,1014
1948,5,1104
1948,6,1296
1948,7,1495
1948,8,1544
1948,9,-
1948,10,1873
1948,11,1841
1948,12,1617
1948,13,1332
1948,14,1287
1948,15,1479
1948,16,1411
1948,17,1483
1948,18,1455
1948,19,1904
1948,20,-
1948,21,2015
1948,22,-
1948,23,1856
1948,24,1554
1948,25,1107
1948,26,1088
1948,27,648
1948,28,-
1948,29,-
1948,30,-
1948,31,141
1948,32,134
1948,33,-
1948,34,-
1948,35,48
1948,36,38
1948,37,42
1948,38,48
1948,39,48
1948,40,50
1948,41,46
1948,42,72
1948,43,128
1948,44,98
1948,45,170
1948,46,306
1948,47,191
1948,48,171
1948,49,416
1948,50,261
1948,51,271
1948,52,218
1949,1,354
1949,2,310
1949,3,391
1949,4,559
1949,5,482
1949,6,512
1949,7,599
1949,8,462
1949,9,667
1949,10,785
1949,11,677
1949,12,710
1949,13,611
1949,14,678
1949,15,613
1949,16,806
1949,17,829
1949,18,893
1949,19,771
1949,20,602
1949,21,835
1949,22,373
1949,23,543
1949,24,697
1949,25,457
1949,26,320
1949,27,202
1949,28,247
1949,29,279
1949,30,109
1949,31,59
1949,32,63
1949,33,77
1949,34,58
1949,35,36
1949,36,23
1949,37,26
1949,38,28
1949,39,41
1949,40,30
1949,41,43
1949,42,50
1949,43,71
1949,44,88
1949,45,91
1949,46,197
1949,47,155
1949,48,234
1949,49,424
1949,50,347
1949,51,449
1949,52,798
1950,1,167
1950,2,1336
1950,3,910
1950,4,1060
1950,5,1224
1950,6,1633
1950,7,1240
1950,8,2148
1950,9,2492
1950,10,2110
1950,11,1884
1950,12,2474
1950,13,1439
1950,14,2255
1950,15,1383
1950,16,1500
1950,17,1266
1950,18,1436
1950,19,-
1950,20,1744
1950,21,1244
1950,22,1111
1950,23,1037
1950,24,758
1950,25,573
1950,26,308
1950,27,388
1950,28,178
1950,29,154
1950,30,119
1950,31,72
1950,32,57
1950,33,58
1950,34,24
1950,35,26
1950,36,14
1950,37,32
1950,38,25
1950,39,13
1950,40,43
1950,41,27
1950,42,21
1950,43,42
1950,44,53
1950,45,45
1950,46,70
1950,47,43
1950,48,112
1950,49,138
1950,50,121
1950,51,134
1950,52,118
1951,1,190
1951,2,226
1951,3,284
1951,4,302
1951,5,400
1951,6,384
1951,7,419
1951,8,436
1951,9,674
1951,10,695
1951,11,517
1951,12,552
1951,13,474
1951,14,600
1951,15,458
1951,16,433
1951,17,630
1951,18,627
1951,19,655
1951,20,634
1951,21,649
1951,22,502
1951,23,548
1951,24,324
1951,25,360
1951,26,237
1951,27,142
1951,28,118
1951,29,95
1951,30,87
1951,31,56
1951,32,49
1951,33,42
1951,34,35
1951,35,49
1951,36,34
1951,37,37
1951,38,34
1951,39,25
1951,40,73
1951,41,69
1951,42,52
1951,43,66
1951,44,219
1951,45,147
1951,46,97
1951,47,178
1951,48,136
1951,49,364
1951,50,-
1951,51,-
1951,52,-
1952,1,186
1952,2,400
1952,3,321
1952,4,658
1952,5,541
1952,6,532
1952,7,654
1952,8,681
1952,9,-
1952,10,1334
1952,11,788
1952,12,1306
1952,13,1033
1952,14,1153
1952,15,1533
1952,16,1337
1952,17,1961
1952,18,-
1952,19,1712
1952,20,1241
1952,21,1615
1952,22,1523
1952,23,-
1952,24,1238
1952,25,1105
1952,26,554
1952,27,415
1952,28,560
1952,29,150
1952,30,141
1952,31,120
1952,32,65
1952,33,36
1952,34,41
1952,35,49
1952,36,29
1952,37,31
1952,38,35
1952,39,21
1952,40,37
1952,41,50
1952,42,64
1952,43,63
1952,44,168
1952,45,100
1952,46,109
1952,47,170
1952,48,179
1952,49,333
1952,50,292
1952,51,119
1952,52,323
1953,1,5
1953,2,650
1953,3,626
1953,4,461
1953,5,458
1953,6,463
1953,7,440
1953,8,310
1953,9,653
1953,10,485
1953,11,618
1953,12,737
1953,13,958
1953,14,838
1953,15,901
1953,16,973
1953,17,1381
1953,18,944
1953,19,1244
1953,20,849
1953,21,1035
1953,22,687
1953,23,969
1953,24,909
1953,25,718
1953,26,587
1953,27,357
1953,28,347
